part_file,normal_x,normal_y,normal_z,plane_offset_mm,patch_area_mm2,n_triangles,bbox_u_mm,bbox_v_mm,fill_ratio,largest_inscribed_square_mm,square1_cx_mm,square1_cy_mm,square1_cz_mm,second_square_mm,square2_cx_mm,square2_cy_mm,square2_cz_mm,pair_baseline_mm,centroid_x_mm,centroid_y_mm,centroid_z_mm
Alt_Govde.stl,0.8469,0.5318,0.0000,59.96,45.5,6,7.00,6.50,1.000,6.80,50.73,31.97,-6.40,0.00,0.00,0.00,0.00,0.00,50.81,31.84,-6.50
Alt_Govde.stl,-0.8474,-0.5310,0.0000,59.96,45.5,6,7.00,6.50,1.000,6.80,-50.89,-31.71,-6.60,0.00,0.00,0.00,0.00,0.00,-50.81,-31.84,-6.50
Tabla_Alt.stl,0.0000,0.0000,-1.0000,0.00,2681.3,632,109.68,109.70,0.223,11.60,-9.75,-0.16,0.00,10.40,-24.35,-0.36,0.00,14.60,0.25,-0.14,0.00
Tabla_Alt.stl,0.0000,0.0000,1.0000,3.00,1675.9,364,98.80,86.76,0.195,11.20,-9.49,-0.20,3.00,10.40,-23.89,0.20,3.00,14.41,0.31,-0.23,3.00
Tabla_Alt.stl,0.3649,-0.9310,-0.0000,-51.76,101.1,10,10.00,10.31,0.980,10.40,-18.84,48.21,5.20,0.00,0.00,0.00,0.00,0.00,-18.76,48.24,5.00
Tabla_Alt.stl,0.3649,0.9310,-0.0000,-51.76,101.1,10,10.00,10.31,0.980,10.40,-18.84,-48.21,4.80,0.00,0.00,0.00,0.00,0.00,-18.76,-48.24,5.00
Tabla_Alt.stl,-0.7459,0.6660,-0.0000,-51.76,99.9,10,10.00,10.55,0.947,9.60,38.35,-34.77,5.20,0.00,0.00,0.00,0.00,0.00,38.50,-34.60,5.00
Tabla_Alt.stl,0.7484,0.6632,-0.0001,-51.78,91.0,9,10.00,10.16,0.896,8.80,-39.05,-34.01,5.60,0.00,0.00,0.00,0.00,0.00,-38.84,-34.24,5.19
Tabla_Alt.stl,0.7484,-0.6632,-0.0001,-51.78,91.0,9,10.00,10.16,0.896,8.80,-39.05,34.01,6.00,0.00,0.00,0.00,0.00,0.00,-38.84,34.24,5.19
Tabla_Alt.stl,0.8656,0.5008,-0.0000,-51.78,91.0,9,10.00,10.16,0.896,8.40,-44.63,-26.25,5.80,0.00,0.00,0.00,0.00,0.00,-44.74,-26.06,5.19
Tabla_Alt.stl,0.8656,-0.5008,-0.0000,-51.78,91.0,9,10.00,10.16,0.896,8.40,-44.63,26.25,6.20,0.00,0.00,0.00,0.00,0.00,-44.74,26.06,5.19
Tabla_Alt.stl,-0.8642,0.5032,-0.0001,-51.78,90.1,9,10.00,10.16,0.887,8.40,44.71,-26.11,5.80,0.00,0.00,0.00,0.00,0.00,44.68,-26.17,5.19
Tabla_Alt.stl,-0.8642,-0.5032,-0.0001,-51.78,90.1,9,10.00,10.16,0.887,8.40,44.71,26.11,6.20,0.00,0.00,0.00,0.00,0.00,44.68,26.17,5.19
Tabla_Alt.stl,-0.0007,1.0000,-0.0000,-51.79,80.9,8,10.00,8.14,0.994,8.40,-0.13,-51.79,5.80,0.00,0.00,0.00,0.00,0.00,-0.03,-51.79,5.00
Tabla_Alt.stl,-0.0007,-1.0000,-0.0000,-51.79,80.9,8,10.00,8.14,0.994,8.40,-0.13,51.79,4.20,0.00,0.00,0.00,0.00,0.00,-0.03,51.79,5.00
Tabla_Alt.stl,-0.7478,-0.6640,-0.0001,-51.76,93.1,10,10.00,10.55,0.882,8.40,38.75,34.32,5.80,0.00,0.00,0.00,0.00,0.00,38.49,34.61,4.77
Tabla_Alt.stl,-0.2464,-0.9692,-0.0000,-51.76,94.6,11,10.00,10.34,0.915,8.00,11.79,50.41,4.00,0.00,0.00,0.00,0.00,0.00,13.15,50.07,5.30
Tabla_Alt.stl,-0.2464,0.9692,-0.0000,-51.76,94.6,11,10.00,10.34,0.915,8.00,11.79,-50.41,6.00,0.00,0.00,0.00,0.00,0.00,13.14,-50.07,5.09
Tabla_Alt.stl,0.5179,-0.8554,-0.0000,-51.79,80.9,8,10.00,8.43,0.959,8.00,-27.09,44.14,4.00,0.00,0.00,0.00,0.00,0.00,-26.91,44.25,5.00
Tabla_Alt.stl,0.5179,0.8554,-0.0000,-51.79,80.9,8,10.00,8.43,0.959,8.00,-27.09,-44.14,6.00,0.00,0.00,0.00,0.00,0.00,-26.91,-44.25,5.00
Tabla_Alt.stl,0.8656,0.5008,-0.0000,56.79,59.5,8,7.00,8.50,1.001,7.60,49.41,28.01,6.20,0.00,0.00,0.00,0.00,0.00,49.18,28.40,6.50
Tabla_Alt.stl,0.8656,-0.5008,-0.0000,56.79,59.5,8,7.00,8.50,1.001,7.60,48.81,-29.05,6.80,0.00,0.00,0.00,0.00,0.00,49.18,-28.40,6.50
Tabla_Alt.stl,-0.8642,0.5032,-0.0001,56.79,59.5,8,7.00,8.50,1.001,7.60,-49.56,27.75,6.20,0.00,0.00,0.00,0.00,0.00,-49.18,28.40,6.50
Tabla_Alt.stl,-0.8642,-0.5032,-0.0001,56.79,59.5,8,7.00,8.50,1.001,7.60,-48.96,-28.78,6.80,0.00,0.00,0.00,0.00,0.00,-49.18,-28.40,6.50
Tabla_Alt.stl,0.9329,0.3601,-0.0000,-51.79,80.9,8,10.00,8.93,0.905,7.60,-48.55,-18.05,6.60,0.40,-49.70,-15.07,0.20,7.16,-48.44,-18.33,5.00
Tabla_Alt.stl,0.9329,0.3601,-0.0000,56.79,59.5,8,7.00,8.50,1.001,7.60,53.14,20.05,6.80,0.00,0.00,0.00,0.00,0.00,52.86,20.75,6.50
Tabla_Alt.stl,0.9329,-0.3601,-0.0000,-51.79,80.9,8,10.00,8.93,0.905,7.60,-48.36,18.55,3.80,0.40,-47.20,21.53,10.20,7.16,-48.44,18.33,5.00
Tabla_Alt.stl,0.9329,-0.3601,-0.0000,56.79,59.5,8,7.00,8.50,1.001,7.60,53.03,-20.33,6.80,0.00,0.00,0.00,0.00,0.00,52.86,-20.75,6.50
Tabla_Alt.stl,-0.9326,0.3610,-0.0000,56.79,59.5,8,7.00,8.50,1.001,7.60,-52.70,21.17,6.20,0.00,0.00,0.00,0.00,0.00,-52.86,20.75,6.50
Tabla_Alt.stl,-0.9326,-0.3610,-0.0000,-51.79,79.9,8,10.00,9.27,0.863,7.60,48.38,18.49,4.20,0.00,0.00,0.00,0.00,0.00,48.36,18.53,5.00
Tabla_Alt.stl,-0.9326,-0.3610,-0.0000,56.79,59.5,8,7.00,8.50,1.001,7.60,-52.59,-21.45,6.20,0.00,0.00,0.00,0.00,0.00,-52.86,-20.75,6.50
Tabla_Alt.stl,0.3649,-0.9310,-0.0000,56.79,59.5,8,7.00,8.50,1.001,7.60,20.05,-53.14,6.80,0.00,0.00,0.00,0.00,0.00,20.75,-52.86,6.50
Tabla_Alt.stl,0.3649,0.9310,-0.0000,56.79,59.5,8,7.00,8.50,1.001,7.60,21.17,52.70,6.20,0.00,0.00,0.00,0.00,0.00,20.75,52.86,6.50
Tabla_Alt.stl,-0.7478,-0.6640,-0.0001,56.76,74.4,10,7.00,10.62,1.001,7.60,-41.32,-38.95,6.80,1.20,-45.84,-33.86,3.60,7.52,-42.32,-37.82,6.50
Tabla_Alt.stl,-0.7459,0.6660,-0.0000,56.76,74.4,10,7.00,10.62,1.001,7.60,-42.12,38.05,6.20,0.00,0.00,0.00,0.00,0.00,-42.32,37.82,6.50
Tabla_Alt.stl,0.7484,0.6632,-0.0001,56.76,74.4,10,7.00,10.62,1.001,7.60,43.32,36.69,6.20,1.20,38.81,41.78,9.40,7.52,42.32,37.82,6.50
Tabla_Alt.stl,0.7484,-0.6632,-0.0001,56.76,74.4,10,7.00,10.62,1.001,7.60,42.53,-37.59,6.80,0.00,0.00,0.00,0.00,0.00,42.32,-37.82,6.50
Tabla_Alt.stl,0.9742,-0.2258,-0.0000,56.79,59.5,8,7.00,8.50,1.001,7.60,55.47,-12.20,6.80,0.00,0.00,0.00,0.00,0.00,55.37,-12.64,6.50
Tabla_Alt.stl,0.9742,0.2258,-0.0000,56.79,59.5,8,7.00,8.50,1.001,7.60,55.54,11.91,6.80,0.00,0.00,0.00,0.00,0.00,55.37,12.64,6.50
Tabla_Alt.stl,-0.9751,-0.2218,0.0000,56.79,59.5,8,7.00,8.50,1.001,7.60,-55.47,-12.20,6.20,0.00,0.00,0.00,0.00,0.00,-55.37,-12.64,6.50
Tabla_Alt.stl,-0.9751,0.2218,0.0000,56.79,59.5,8,7.00,8.50,1.001,7.60,-55.53,11.90,6.20,0.00,0.00,0.00,0.00,0.00,-55.37,12.64,6.50
Tabla_Alt.stl,-0.2464,-0.9692,-0.0000,56.76,74.4,10,7.00,10.62,1.001,7.60,-12.20,-55.46,6.80,1.20,-18.79,-53.79,3.60,7.52,-13.66,-55.09,6.50
Alt_Kol.stl,0.0000,1.0000,0.0000,15.00,4282.6,348,231.77,85.00,0.217,25.60,24.10,15.00,88.88,13.60,14.90,15.00,-87.52,176.64,17.94,15.00,-4.93
Alt_Kol.stl,0.0000,-1.0000,0.0000,15.00,4550.2,326,231.77,85.00,0.231,25.60,29.70,-15.00,90.31,13.60,14.90,-15.00,-87.29,178.22,16.18,-15.00,-11.57
Alt_Kol.stl,-0.9987,0.0000,0.0502,22.47,3970.6,10,198.52,20.07,0.997,20.40,-18.15,-0.17,86.55,20.40,-19.52,-0.17,59.38,27.20,-22.58,0.00,-1.70
Alt_Kol.stl,0.0000,1.0000,0.0000,10.00,2354.4,65,166.80,21.70,0.650,20.40,-0.15,10.00,-57.36,17.60,-0.35,10.00,-31.16,26.20,0.00,10.00,-7.17
Alt_Kol.stl,0.9988,0.0000,0.0499,22.48,3304.6,8,165.22,20.00,1.000,20.40,27.07,-0.20,-91.35,20.40,25.71,-0.20,-64.19,27.20,24.44,-0.00,-38.66
Alt_Kol.stl,0.0000,-1.0000,0.0000,10.00,2354.4,64,166.80,21.70,0.650,20.40,-0.15,-10.00,-61.36,18.00,-0.15,-10.00,-35.36,26.00,0.04,-10.00,-8.61
Alt_Kol.stl,-0.2237,0.0000,0.9747,101.28,1200.7,6,20.05,60.03,0.997,20.40,34.24,0.17,111.78,20.40,7.73,0.17,105.69,27.20,14.71,-0.00,107.29
Alt_Kol.stl,0.2245,0.0000,-0.9745,-61.24,619.8,6,20.00,30.99,1.000,20.40,43.21,-0.20,72.80,4.00,24.70,8.00,68.53,20.69,37.75,0.00,71.54
Alt_Kol.stl,-0.7066,-0.7076,0.0043,1.22,559.1,1,158.16,7.07,0.500,7.20,11.53,-13.63,-62.93,6.80,11.67,-13.71,-53.53,9.40,11.54,-13.33,-14.14
Alt_Kol.stl,-0.7066,-0.7076,0.0043,24.07,680.1,1,192.11,14.70,0.241,7.20,-23.30,-11.30,-90.10,6.80,-22.88,-11.67,-80.30,9.82,-20.93,-13.33,-34.75
Alt_Kol.stl,-0.7066,0.7076,0.0043,1.14,538.1,1,151.99,11.79,0.300,7.20,11.59,13.57,-62.54,6.80,11.17,13.08,-51.94,10.62,9.97,11.67,-16.21
Alt_Kol.stl,-0.7066,0.7076,0.0043,3.23,559.1,1,157.95,11.79,0.300,7.20,7.28,11.34,80.82,6.40,7.85,11.99,68.02,12.82,9.00,13.33,36.52
Alt_Kol.stl,-0.7066,0.7076,0.0043,24.07,680.1,1,192.11,14.70,0.241,7.20,-23.30,11.30,-89.59,6.80,-22.88,11.66,-78.99,10.62,-20.93,13.33,-34.75
Alt_Kol.stl,0.7066,0.7076,0.0021,1.23,551.9,1,156.15,7.07,0.500,7.20,-12.01,13.89,-55.20,6.40,-12.01,13.85,-40.40,14.80,-11.57,13.33,-14.82
Alt_Kol.stl,0.7066,0.7076,0.0021,24.43,591.7,1,167.14,13.34,0.265,7.20,23.33,11.51,-94.94,6.80,22.91,11.90,-84.34,10.62,21.35,13.33,-43.08
Alt_Kol.stl,0.7066,-0.7076,0.0021,24.43,591.7,1,167.14,13.34,0.265,7.20,23.33,-11.51,-94.89,6.80,22.91,-11.90,-85.48,9.42,21.35,-13.33,-43.08
Alt_Kol.stl,-0.7066,-0.7076,0.0043,22.06,689.5,1,194.78,14.70,0.241,6.80,-16.92,-13.72,89.20,6.40,-17.35,-13.36,78.60,10.62,-19.34,-11.67,30.26
Alt_Kol.stl,-0.7066,0.7076,0.0043,22.06,689.5,1,194.78,14.70,0.241,6.80,-16.92,13.72,89.98,6.40,-17.35,13.35,81.38,8.62,-19.34,11.67,30.26
Alt_Kol.stl,0.7066,0.7076,0.0021,3.05,517.2,1,156.15,6.74,0.491,6.80,-7.42,11.49,76.60,6.40,-7.28,11.37,68.00,8.60,-7.47,11.67,33.80
Alt_Kol.stl,0.7066,0.7076,0.0021,22.63,572.5,1,166.88,13.34,0.257,6.80,18.52,13.32,54.06,6.40,18.95,12.93,43.46,10.62,20.31,11.67,10.91
Alt_Kol.stl,0.7066,-0.7076,0.0021,1.18,538.5,1,152.13,12.13,0.292,6.80,-11.72,-13.53,-57.55,6.00,-11.15,-12.94,-46.35,11.23,-9.97,-11.67,-16.16
Alt_Kol.stl,0.7066,-0.7076,0.0021,3.13,551.9,1,155.91,12.13,0.292,6.80,-7.22,-11.39,81.48,6.40,-7.65,-11.84,70.88,10.62,-9.03,-13.33,35.89
Alt_Kol.stl,0.7066,-0.7076,0.0021,22.63,572.5,1,166.88,13.34,0.257,6.80,18.52,-13.32,53.99,6.40,18.95,-12.93,43.78,10.22,20.31,-11.67,10.91
Alt_Kol.stl,-0.1560,-0.7073,0.6895,78.75,425.4,10,16.23,61.98,0.423,6.80,41.34,-12.39,110.86,6.80,32.65,-12.24,109.04,8.88,15.85,-12.35,105.13
Alt_Kol.stl,0.1587,0.7078,-0.6884,-36.19,251.9,11,12.71,38.45,0.516,6.80,49.01,12.28,76.50,6.80,39.13,12.31,74.25,10.13,34.70,12.25,73.16
Alt_Kol.stl,0.1587,-0.7078,-0.6884,-36.19,251.9,11,12.71,38.45,0.516,6.80,49.01,-12.63,76.85,6.80,39.92,-12.56,74.69,9.34,34.69,-12.25,73.17
Alt_Kol.stl,-0.7066,-0.7076,0.0043,3.15,517.2,1,158.16,6.70,0.488,6.40,6.98,-11.03,64.25,6.40,6.98,-10.97,72.65,8.40,7.44,-11.67,34.47
Alt_Kol.stl,-0.1560,0.7073,0.6895,78.74,425.4,10,16.23,61.98,0.423,6.40,42.33,12.48,110.99,6.40,34.03,12.66,108.93,8.55,15.85,12.36,105.12
Alt_Kol.stl,0.1587,0.7078,-0.6884,95.29,44.6,9,7.85,7.42,0.766,6.00,4.78,12.64,-124.33,0.00,0.00,0.00,0.00,0.00,5.21,12.41,-124.47
Alt_Kol.stl,0.1587,-0.7078,-0.6884,95.29,44.6,9,7.85,7.42,0.766,6.00,4.78,-12.47,-124.51,0.00,0.00,0.00,0.00,0.00,5.21,-12.41,-124.47
Alt_Kol.stl,-0.3575,0.7082,-0.6088,87.32,49.3,10,9.19,9.15,0.586,5.60,-12.56,12.41,-121.63,0.40,-10.88,9.89,-125.53,4.94,-12.62,12.50,-121.48
Alt_Kol.stl,-0.3575,-0.7082,-0.6088,87.32,49.3,10,9.19,9.15,0.586,5.60,-12.56,-12.67,-121.31,0.80,-17.04,-10.33,-121.41,5.06,-12.62,-12.50,-121.48
Alt_Kol.stl,-0.0197,0.7078,-0.7061,97.08,39.4,8,7.24,5.83,0.934,5.60,-1.01,13.10,-124.32,0.40,1.99,9.90,-127.62,5.49,-0.70,12.50,-124.93
Alt_Kol.stl,-0.0197,-0.7078,-0.7061,97.08,39.4,8,7.24,5.83,0.934,5.60,-1.01,-11.95,-125.48,0.40,1.59,-15.23,-122.26,5.28,-0.70,-12.50,-124.93
Alt_Kol.stl,0.3579,0.7106,-0.6058,86.99,49.3,10,9.19,9.16,0.585,5.60,12.14,12.53,-121.73,0.40,16.81,10.00,-121.94,5.31,12.61,12.50,-121.48
Alt_Kol.stl,0.3579,-0.7106,-0.6058,86.99,49.3,10,9.19,9.16,0.585,5.60,12.51,-12.42,-121.63,0.40,16.81,-10.26,-121.63,4.81,12.61,-12.50,-121.48
Alt_Kol.stl,-0.6165,-0.7082,-0.3440,60.84,49.3,10,9.80,9.88,0.509,5.20,-21.82,-12.47,-112.08,0.80,-25.44,-10.01,-110.67,4.60,-21.76,-12.50,-112.13
Alt_Kol.stl,-0.6165,0.7082,-0.3440,60.84,49.3,10,9.80,9.88,0.509,5.20,-21.82,12.56,-111.91,0.80,-21.97,10.44,-115.99,4.60,-21.76,12.50,-112.13
Alt_Kol.stl,0.6198,0.7082,-0.3380,60.24,49.3,10,9.79,9.88,0.509,5.20,21.72,12.45,-112.30,0.80,18.11,14.94,-113.71,4.60,21.76,12.50,-112.14
Alt_Kol.stl,0.6198,-0.7082,-0.3380,60.24,49.3,10,9.79,9.88,0.509,5.20,21.72,-12.37,-112.47,0.80,21.25,-14.69,-108.48,4.64,21.76,-12.50,-112.14
On_Kol.stl,1.0000,0.0000,-0.0000,-30.50,1192.9,39,36.78,40.25,0.806,25.20,-30.50,-0.20,-5.79,6.40,-30.50,24.00,-6.39,24.21,-30.50,23.78,-0.38
On_Kol.stl,-0.5000,-0.8660,0.0000,38.91,898.1,2,26.62,36.00,0.937,24.80,-40.06,-21.80,0.29,3.60,-59.29,-10.70,-9.91,24.43,-44.91,-19.00,0.28
On_Kol.stl,-0.5000,0.8660,-0.0000,38.91,701.5,119,26.62,36.00,0.732,23.60,-49.59,16.30,-0.09,3.60,-30.88,27.10,11.51,24.52,-38.69,22.59,1.26
On_Kol.stl,0.0000,1.0000,0.0000,-15.25,1602.5,107,40.00,47.50,0.843,22.80,-16.60,-15.25,7.00,14.00,11.80,-15.25,-0.20,29.30,5.95,-15.25,0.28
On_Kol.stl,-0.0436,0.0000,-0.9990,19.61,2078.2,20,46.00,143.11,0.316,20.40,-40.49,-0.00,-17.86,10.40,-62.67,-0.20,-16.89,22.20,-38.79,-0.37,-17.94
On_Kol.stl,-0.0436,0.0000,0.9990,19.61,2078.2,20,46.00,143.11,0.316,20.40,-40.49,-0.00,17.86,10.40,-62.67,0.20,16.89,22.20,-38.79,-0.37,17.94
On_Kol.stl,0.0000,-1.0000,0.0000,28.00,797.8,126,29.99,44.31,0.600,18.80,-20.41,-28.00,-4.00,4.40,12.79,-28.00,0.40,33.49,0.57,-28.00,-0.64
On_Kol.stl,0.0000,1.0000,0.0000,7.00,717.3,136,14.87,74.63,0.646,13.60,-71.70,7.00,-0.16,12.00,-88.90,7.00,-0.16,17.20,-114.67,7.00,-0.45
On_Kol.stl,0.0000,-1.0000,0.0000,7.00,779.2,49,14.87,68.43,0.766,13.60,-71.70,-7.00,0.16,12.00,-88.90,-7.00,0.16,17.20,-96.34,-7.00,-1.19
On_Kol.stl,-0.0436,0.0000,-0.9990,-9.87,235.9,1,12.75,36.96,0.500,10.00,4.48,19.80,9.68,6.40,-6.91,18.00,10.18,11.54,-2.83,19.50,10.00
On_Kol.stl,-0.0436,0.0000,-0.9990,-9.30,247.5,1,12.75,38.79,0.500,10.00,-22.72,23.00,10.30,6.40,-10.53,24.80,9.77,12.33,-15.77,23.75,10.00
On_Kol.stl,-0.0436,0.0000,0.9990,-9.84,247.5,1,12.75,38.79,0.500,10.00,4.48,23.45,-9.65,6.80,-7.11,25.05,-10.16,11.71,-3.44,23.75,-10.00
On_Kol.stl,0.0000,-1.0000,0.0000,-15.25,841.2,58,40.00,46.86,0.449,10.00,-0.84,15.25,-14.60,10.00,-0.84,15.25,15.00,29.60,5.50,15.25,0.00
On_Kol.stl,-0.0436,0.0000,0.9990,-9.30,235.9,1,12.75,38.79,0.477,9.60,-22.92,20.05,-10.31,6.40,-11.33,18.45,-9.81,11.71,-15.77,19.50,-10.00
On_Kol.stl,-1.0000,0.0000,-0.0001,-10.00,206.2,22,19.00,12.75,0.851,9.20,10.00,23.40,4.90,7.20,10.00,24.40,-6.10,11.05,10.00,20.40,-0.21
On_Kol.stl,0.0000,-1.0000,0.0000,-19.25,78.9,8,8.00,9.99,0.987,8.40,15.39,19.25,0.20,0.00,0.00,0.00,0.00,0.00,17.40,19.25,-0.24
On_Kol.stl,-0.0213,0.7075,-0.7064,30.31,211.6,6,8.16,30.50,0.850,7.20,-2.17,25.28,-17.53,7.20,-11.77,25.42,-17.10,9.61,-4.79,25.50,-17.23
On_Kol.stl,-0.0213,0.7075,0.7064,30.31,211.6,6,8.16,30.50,0.850,7.20,-2.17,25.45,17.36,7.20,-11.77,25.87,16.65,9.63,-4.79,25.50,17.23
On_Kol.stl,-0.0174,-0.7075,-0.7064,30.30,211.8,6,8.16,30.49,0.851,7.20,-2.17,-25.44,-17.35,7.20,-11.77,-25.89,-16.67,9.63,-4.71,-25.50,-17.23
On_Kol.stl,-0.0174,-0.7075,0.7064,30.30,211.8,6,8.16,30.49,0.851,7.20,-2.17,-25.27,17.52,7.20,-11.77,-25.44,17.12,9.61,-4.71,-25.50,17.23
On_Kol.stl,-0.0213,0.7075,-0.7064,15.80,283.9,1,7.07,80.48,0.499,6.80,-132.00,7.75,-10.62,6.00,-123.60,7.88,-10.74,8.40,-113.77,8.33,-10.59
On_Kol.stl,-0.0213,0.7075,-0.7064,16.25,288.6,1,7.12,81.55,0.497,6.80,-63.75,6.95,-14.12,6.00,-72.15,6.82,-13.99,8.40,-86.69,6.67,-13.71
On_Kol.stl,-0.0213,0.7075,0.7064,15.80,283.9,1,7.07,80.48,0.499,6.80,-132.00,8.13,10.24,6.00,-123.60,8.26,10.37,8.40,-113.77,8.33,10.59
On_Kol.stl,-0.0213,0.7075,0.7064,16.25,288.6,1,7.12,81.55,0.497,6.80,-63.75,7.29,13.77,6.00,-72.15,7.17,13.65,8.40,-86.69,6.67,13.71
On_Kol.stl,-0.0174,-0.7075,-0.7064,15.36,283.9,1,7.07,80.48,0.499,6.80,-132.00,-8.18,-10.29,6.00,-123.60,-8.29,-10.39,8.40,-113.77,-8.33,-10.59
On_Kol.stl,-0.0174,-0.7075,-0.7064,15.91,288.6,1,7.12,81.55,0.497,6.80,-63.75,-7.23,-13.71,6.00,-72.15,-7.13,-13.61,8.40,-86.69,-6.67,-13.71
On_Kol.stl,-0.0174,-0.7075,0.7064,15.36,283.9,1,7.07,80.48,0.499,6.80,-132.00,-7.80,10.67,6.00,-123.60,-7.91,10.77,8.40,-113.77,-8.33,10.59
On_Kol.stl,-0.0174,-0.7075,0.7064,15.91,288.6,1,7.12,81.55,0.497,6.80,-63.75,-6.89,14.05,6.00,-72.15,-6.78,13.95,8.40,-86.69,-6.67,13.71
On_Kol.stl,0.0000,1.0000,0.0000,10.00,428.1,166,23.58,87.27,0.208,6.00,-124.03,10.00,5.19,6.00,-124.03,10.00,-5.61,10.80,-121.97,10.00,0.04
On_Kol.stl,0.0000,-1.0000,0.0000,21.00,303.7,128,22.30,22.30,0.611,6.00,7.75,-21.00,0.25,6.00,0.15,-21.00,-7.75,11.03,-0.00,-21.00,-0.36
On_Kol.stl,-0.3905,0.6126,-0.6872,37.75,261.8,4,19.53,35.32,0.380,6.00,-31.49,23.96,-15.69,6.00,-38.85,19.49,-15.48,8.62,-41.69,18.42,-14.83
On_Kol.stl,-0.3905,-0.6126,-0.6872,37.75,261.8,4,19.53,35.32,0.380,6.00,-31.49,-24.01,-15.64,6.00,-38.85,-19.84,-15.17,8.48,-41.69,-18.42,-14.83
On_Kol.stl,-0.3905,0.6126,0.6872,37.75,261.8,4,19.53,35.32,0.380,6.00,-31.49,24.01,15.64,6.00,-38.85,19.84,15.17,8.48,-41.69,18.42,14.83
On_Kol.stl,-0.3905,-0.6126,0.6872,37.75,261.8,4,19.53,35.32,0.380,6.00,-31.49,-23.96,15.69,6.00,-38.85,-19.49,15.48,8.62,-41.69,-18.42,14.83
On_Kol.stl,0.0000,1.0000,0.0000,28.00,541.0,338,30.00,57.70,0.313,5.60,-0.35,28.00,-12.60,5.20,12.25,28.00,0.80,18.39,-9.18,28.00,-0.27
On_Kol.stl,0.7073,0.7069,0.0000,-30.23,156.7,2,37.11,4.24,0.995,4.80,-29.20,-13.55,16.15,4.80,-29.20,-13.55,9.75,6.40,-29.00,-13.75,0.03
On_Kol.stl,-0.7060,-0.7082,0.0000,50.50,61.9,6,17.72,4.26,0.820,4.80,-63.20,-8.31,-3.26,4.80,-63.20,-8.31,3.14,6.40,-63.01,-8.50,0.18
On_Kol.stl,-0.7060,0.7082,0.0000,50.50,61.9,6,17.72,4.26,0.820,4.80,-63.20,8.31,3.26,4.80,-63.20,8.31,-3.14,6.40,-63.01,8.50,-0.18
On_Kol.stl,0.7069,-0.7073,0.0000,-30.23,72.1,16,37.11,4.24,0.458,4.80,-29.20,13.55,-16.15,4.80,-29.20,13.55,12.25,28.40,-30.02,12.73,0.00
On_Kol.stl,0.0000,-1.0000,0.0000,10.00,319.1,144,23.58,87.27,0.155,4.40,-134.83,-10.00,0.01,4.40,-136.83,-10.00,5.61,5.95,-125.04,-10.00,0.15
Bilek.stl,-1.0000,0.0005,0.0000,21.50,474.5,79,17.00,32.00,0.872,17.20,-21.51,-4.60,-0.10,4.80,-21.50,13.20,0.50,17.81,-21.50,7.28,0.00
Bilek.stl,0.0000,0.0007,1.0000,-6.00,243.4,9,22.00,12.47,0.887,11.60,15.70,-3.30,-6.00,7.20,17.90,9.70,-6.01,13.18,14.31,-5.79,-6.00
Bilek.stl,0.0000,0.0007,-1.0000,-6.00,243.4,9,22.00,12.47,0.887,11.60,15.70,7.10,6.01,7.20,17.90,-5.90,6.00,13.18,14.31,-5.79,6.00
Bilek.stl,-0.0000,1.0000,-0.0000,-9.88,471.7,66,25.00,28.52,0.662,11.60,15.70,-9.88,-0.10,10.40,1.10,-9.88,-7.90,16.55,3.80,-9.88,-0.50
Bilek.stl,1.0000,0.0010,0.0000,-10.49,557.4,88,25.00,26.52,0.841,11.20,-10.49,-1.20,-6.90,10.40,-10.49,-0.40,7.50,14.42,-10.50,8.79,-0.00
Bilek.stl,0.0000,-1.0000,0.0000,-13.40,107.0,22,11.00,11.00,0.884,9.20,16.90,13.40,-0.90,0.00,0.00,0.00,0.00,0.00,14.97,13.40,-0.04
Bilek.stl,0.0000,0.0007,1.0000,12.49,475.6,34,24.48,35.00,0.555,8.00,13.50,-12.00,12.50,8.00,-13.70,-12.00,12.50,27.20,0.11,-7.91,12.50
Bilek.stl,0.0000,0.0007,-1.0000,12.49,475.6,34,24.48,35.00,0.555,8.00,13.50,-11.92,-12.50,8.00,-13.70,-12.32,-12.50,27.20,0.11,-7.91,-12.50
Bilek.stl,-1.0000,0.0005,0.0000,-10.49,305.7,50,25.00,25.86,0.473,6.80,10.50,7.14,-9.30,6.80,10.50,6.34,9.10,18.42,10.50,11.88,0.00
Bilek.stl,1.0000,0.0010,0.0000,21.51,268.7,116,17.00,34.40,0.460,6.80,21.52,-13.00,-5.10,6.80,21.52,-13.00,4.50,9.60,21.50,6.02,-0.12
Bilek.stl,-1.0000,0.0005,0.0000,-12.49,38.8,8,6.00,6.59,0.982,6.40,12.50,16.39,-0.20,0.00,0.00,0.00,0.00,0.00,12.50,17.99,-0.11
Bilek.stl,0.0000,-1.0000,0.0000,20.00,427.6,42,17.00,35.00,0.719,6.40,14.30,-20.00,-5.30,6.40,14.30,-20.00,5.50,10.80,0.89,-20.00,-0.13
Bilek.stl,0.0000,-0.7064,-0.7078,20.15,209.3,4,5.66,39.00,0.949,6.00,14.50,-18.12,-10.38,6.00,6.50,-18.12,-10.38,8.00,0.00,-18.00,-10.50
Bilek.stl,0.0000,-0.7064,0.7078,20.15,209.3,4,5.66,39.00,0.949,6.00,14.50,-17.88,10.62,6.00,6.50,-17.88,10.62,8.00,0.00,-18.00,10.50
